Galaxy,log(M_BH/M_Sun),log(M_S/M_Sun),log(M_sph/M_Sun),log(M_DM/M_Sun),log(B/T),log(sigma0),log(Rho_soi)
g1.05e11,5.478120068774673,8.782641618374976,8.413735625326067,11.038573330271577,-0.3689059930489077,1.4277053255777654,0.2562687625324355
g1.50e10,3.878801687671134,6.56504089536319,6.54826853365397,10.150611596574265,-0.016772361709220182,0.978796731657557,-0.44523243073068663
g1.89e10,3.8347362435080825,7.080093322826538,7.009946898627039,10.283549888085004,-0.07014642419949836,1.1223056203895645,-0.7763156523577531
g2.37e10,3.9343059708019177,6.864076029127167,6.864076029127167,10.224048022183336,0.0,1.0327472389531096,-0.4976291621910082
g2.64e10,4.2794059051422835,7.523188219189326,7.064287282396854,10.479026498005501,-0.4589009367924725,1.1805557852554636,-0.44814632045534986
g3.44e10,4.769620030936081,7.702845579034014,7.539519378658094,10.693709990768744,-0.16332620037591994,1.2211278325493442,-0.03907628924931374
g4.36e09,3.194280772573825,4.910496712054504,4.63379160420191,10.00629786952257,-0.2767051078525939,0.9242280891748743,-1.0206160608626305
g5.05e10,4.566358041120621,8.027838968591432,7.9446208246239385,10.625833271607531,-0.08321814396749445,1.2232666122650415,-0.24661583849616917
g5.59e09,3.75535183408031,6.188452375330075,6.188452375330075,9.816358284318857,0.0,0.9589947246448935,-0.5290782702961841
g7.05e09,3.9668997454677726,6.2694876950461085,6.2694876950461085,10.017694649196997,0.0,0.9524098888037262,-0.3043606872263863
g8.26e11,7.802034166484535,10.427414325366929,9.869920069821022,11.935369216176626,-0.5574942555459068,1.7723819071517517,1.8908296970943255
g1.08e11,5.294807441521638,8.996002968178793,8.611040136764743,11.048709943850273,-0.38496283141405085,1.4226639425223446,0.08303890139024227
g1.52e11,5.217513284598401,8.988661777192998,8.214902233066535,11.154858070120811,-0.7737595441264643,1.420555231138672,0.009962167234350552
g1.92e10,4.061968204931947,6.7232906145428215,6.707597454737776,10.302015627939372,-0.015693159805045386,1.0154109584796611,-0.3352943671140823
g2.39e10,3.8678169018467554,6.7284109653499415,6.7284109653499415,10.153210997467214,0.0,1.02994576899645,-0.558515291232851
g2.79e12,8.394386971230636,10.95094678204872,10.494516158263751,12.460245770786912,-0.4564306237849671,1.8494081835834968,2.3291299489769357
g3.49e11,5.821435436770651,9.594236037028963,9.089072583889157,11.586547771307737,-0.5051634531398047,1.5662134918681732,0.32256779794759777
g4.48e10,4.730142169629611,8.158835645585661,7.913111681296341,10.758826629930963,-0.2457239642893211,1.262507707384397,-0.16131390022589048
g5.22e09,3.6283485245988407,5.0936544733352624,5.0936544733352624,9.796756320648683,0.0,0.8760511532062591,-0.4901944369003841
g5.84e09,3.4037592256988494,4.2975669973016,4.2975669973016,9.766698774266883,0.0,0.5987404639018308,-0.16016235719151917
g7.08e11,7.557857609563859,10.08650980976527,9.38902426563011,11.802881100124234,-0.6974855441351592,1.7470798953781594,1.6972571637208334
g8.28e11,7.622906819064513,10.03931530981776,9.103097038620497,11.986754562820828,-0.9362182711972613,1.67799666034087,1.9004728432960654
g1.12e12,7.776684775830558,10.432936688467848,10.410666695662297,11.952313557408555,-0.022269992805550753,1.8280548875769815,1.7541343455898888
g1.57e10,3.967942094382374,6.896338941735364,6.892662353677909,10.10992806220313,-0.003676588057455507,1.070280419451326,-0.5390593996069846
g1.92e12,8.245355768645648,10.666634120000632,10.347940685811798,12.254616293878964,-0.3186934341888347,1.9247108563867519,2.0294934007854377
g2.39e11,5.737490913404032,9.759494551069732,9.664256159835299,11.383975006850187,-0.09523839123443419,1.6749889299155352,0.021072398486254782
g2.80e10,4.462131541989397,7.5117325992399095,7.434761281448118,10.426756745085054,-0.07697131779179181,1.1687723213025647,-0.24185375570244
g3.55e11,6.0369593432894195,9.53941248857039,9.044982752266554,11.562570710925586,-0.49442973630383613,1.620501673598638,0.4295153410054372
g4.86e10,4.613809323001418,8.044550326437871,7.540912263826275,10.689773143542542,-0.503638062611596,1.3183660702707403,-0.38936347262676885
g5.31e11,7.1990650100554205,10.170909568906856,10.083722672248635,11.67344301806967,-0.0871868966582194,1.6754827045358054,1.481658945897103
g6.12e10,4.53324016230126,8.004002100220868,7.897021563752338,10.658633555144885,-0.10698053646852998,1.282357663384647,-0.39791581955474115
g7.12e10,4.87930082151635,8.807753865473533,8.683318120143396,11.437795076944457,-0.12443574533013765,1.4842485029583345,-0.45563683948702594
g8.89e10,5.297091675067129,8.63412356291919,8.292850457871259,10.960439279339823,-0.3412731050479311,1.3300359822401775,0.2705790555000681
g1.18e10,3.930207678965555,6.4730573646748075,6.4730573646748075,10.033383884494524,0.0,0.98605169634617,-0.40833636881349145
g1.57e11,5.528913503241146,9.040072407284995,8.565500219736595,11.158983320226891,-0.47457218754840075,1.4403736526471262,0.28172554286018636
g1.95e10,3.9091493659049275,6.462517746349708,6.406466604326286,10.123285584447725,-0.05605114202342271,0.9813394188815072,-0.41997012694479335
g2.41e11,5.939344905742297,9.564525092718348,9.245383602772973,11.37568356588131,-0.3191414899453751,1.5992510297184839,0.3744021912186234
g2.83e10,4.533566086233819,7.496328440632592,7.188720415819036,10.389859109592768,-0.3076080248135562,1.220551255256084,-0.27397707936505605
g3.59e11,5.819747390862534,9.6142754318828,9.23891364337507,11.461064924280649,-0.37536178850772906,1.6215752022630612,0.21015633124970443
g4.90e11,5.149139030478375,9.575774995514681,9.156428153643597,11.46553250973041,-0.4193468418710851,1.570574205820331,-0.35845003624899313
g5.36e11,6.419682735030891,9.984064424012887,9.642117240575404,11.79200584747148,-0.3419471834374841,1.7448276485125713,0.5635867829190414
