Galaxy,log(M_BH/M_Sun),log(M_S/M_Sun),log(M_sph/M_Sun),log(M_DM/M_Sun),log(B/T),log(sigma0),log(Rho_soi)
g6.37e10,4.914603355319394,8.270375832201571,7.866013047594235,11.026138760973664,-0.40436278460733593,1.2744930354732646,-0.0008233707138418078
g7.34e09,3.671734011297908,4.831194371057876,4.831194371057876,9.770580097319183,0.0,0.7711010400482784,-0.23690872388535525
g9.26e09,3.363801563491194,4.775719439951532,4.752315280093246,9.788427456224866,-0.02340415985828664,0.894627993962001,-0.7918950795195144
g1.23e10,3.8887806320197456,6.067286841084769,6.046605141267897,9.956285583733269,-0.020681699816871374,0.9665942456632217,-0.4108485143934043
g1.59e11,5.19601387179929,8.826755021694222,8.30213499352251,11.175378864845246,-0.5246200281717119,1.3956097651016823,0.038353686509219435
g2.04e11,5.719777791773295,9.706349180526061,9.58209280251051,11.292513968054344,-0.12425637801555096,1.6336347123395534,0.08606771200748095
g2.42e11,5.556420224079212,9.747927780478134,9.272327166829,11.398513686734503,-0.4756006136491342,1.623258077848098,-0.056536586703690425
g3.06e11,5.7045169986837125,9.783404858266945,9.43558377772089,11.447576078667298,-0.34782108054605504,1.6521359742395276,0.03380439511795034
g3.61e11,7.147112564530943,10.225349531696207,10.225349531696207,11.584048964431638,0.0,1.8087985907324131,1.16307472797941
g4.94e10,4.332808677722566,8.030042718747554,7.833591373649626,10.704513769073927,-0.19645134509792864,1.280379291240075,-0.5943905598442905
g5.38e11,6.662842136793197,10.367765930643369,9.77990335314578,11.767533130495817,-0.587862577497589,1.76367449393404,0.7690524938384097
g6.77e10,4.373513519720137,8.587929423685104,8.37004422859829,10.92608016631769,-0.21788519508681212,1.3727810162110805,-0.7384891677887303
g7.44e11,7.594913565252463,10.067149797593645,7.189885273231886,11.987939186065976,-2.877264524361759,1.763069745530296,1.7023334191051638
g9.59e10,5.367825176656071,8.41339808770061,7.95219367942895,10.895344586766434,-0.4612044082716601,1.2687436467929902,0.4638972279833836
g1.37e11,5.4612402850292225,9.321895490371025,9.167991695786517,11.150336941964941,-0.15390379458450873,1.5287091474467882,0.03738133504893964
g1.64e11,5.605765587586964,8.867885785505976,8.216018458764724,11.23408613009901,-0.6518673267412533,1.5945898669133207,0.050145198673616186
g2.09e10,3.913379303514609,7.0029569182044655,6.86761277228781,10.191282212429252,-0.1353441459166559,1.015328530307844,-0.48371841218778566
g2.54e11,5.60964288621556,9.508747241913733,9.238846426374966,11.394612234744951,-0.26990081553876666,1.6086688396314903,0.025864551865872328
g3.19e10,4.40264082595473,7.59590118252181,7.3799683229847055,10.499915531233626,-0.21593285953710425,1.206597011121768,-0.37699385137551283
g3.67e10,4.520614430819261,7.746511781690893,7.713265839628749,10.4958417198806,-0.03324594206214488,1.1925966635630765,-0.2310195513935978
g4.99e09,3.6372139581952023,5.574237763277084,5.53662141205444,9.756862564968104,-0.03761635122264446,0.8514811769284136,-0.43218905074833164
g5.41e09,3.6332323799161736,6.022467299283737,6.022467299283737,9.70286338558205,0.0,0.9442575034978016,-0.6217232821661361
g6.91e10,4.4831523678298755,8.407293527838599,8.321773220441994,10.831794037031887,-0.08552030739660585,1.3383191445093652,-0.5599265762755611
g7.55e11,7.41103896103085,10.320183584823756,9.812601819112555,11.874755486673058,-0.5075817657112014,1.6973565501884833,1.6498852055671773
g1.44e10,3.9209490135390506,6.849548060819865,6.746866965823785,10.18643515834597,-0.10268109499608039,1.057116966520762,-0.55972557458918
g1.77e12,8.204454745002284,10.672224512489812,9.44191826231828,12.264826926449711,-1.230306250171533,1.8224954466898071,2.193023196535963
g2.19e11,5.231228992088495,9.050993007323314,8.884425830234449,11.083670013700882,-0.16656717708886562,1.428443790498115,0.007900756005557546
g2.57e11,6.39562496753889,9.947533903771966,9.60093468401566,11.420586503646176,-0.3465992197563058,1.6803151170677648,0.6685540783166533
g3.21e11,5.840720591629378,9.669297346221477,9.470922099226582,11.463802308933706,-0.1983752469948956,1.5970214648558547,0.2802370068309618
g3.71e11,6.907262728848356,9.998662908226706,9.578545254392287,11.561983365728658,-0.42011765383441946,1.6401291337577124,1.2605638062462245
g4.99e10,4.497689402971979,8.088215210640262,7.830913755536576,10.66560608723869,-0.25730145510368574,1.2746092311554946,-0.41796971442571784
g5.46e11,5.7868795232780625,9.567275160318568,9.064636014701254,11.471654201365743,-0.5026391456173132,1.5765287207288965,0.26738142673356285
g6.96e10,4.8163978435271,8.511078017722376,8.372137267787984,10.925606754518993,-0.13894074993439068,1.3839050080640587,-0.31785282768772405
g8.06e11,7.6339835916820435,10.206329015237507,9.671560388960263,11.911072689331862,-0.5347686262772462,1.8828959977806443,1.5017509410340482
g1.47e10,3.9002530564559375,6.960846482252173,6.918829025596997,10.182282386887964,-0.04201745665517591,1.0067448509808141,-0.4796773005923973
g1.88e10,3.9428119087721933,7.170099054708071,6.987870020905333,10.266633385647918,-0.1822290338027388,1.1210789934331313,-0.665786733180776
g2.34e10,3.8369560466381585,7.078838587618465,7.054718456447654,10.378019676961324,-0.024120131170811226,1.083318355227929,-0.6961213189044062
g2.63e10,4.608136153045073,7.657563609921912,7.629584685535611,10.430846011743215,-0.027978924386300223,1.184925147771042,-0.12815479758371817
g3.23e11,5.285423928881174,8.5661147879364,8.097804826675464,10.901581156629197,-0.4683099612609364,1.325942816115223,0.267097641564022
g3.93e10,4.285164693747239,7.538356867913597,7.434374895208814,10.459165819396882,-0.10398197270478367,1.1773527167793478,-0.43598139489816357
g5.02e11,6.488150332518122,10.164318051281509,9.71396645878399,11.702585323227202,-0.45035159249751816,1.6967784382079207,0.7281528010155736
g5.55e11,6.663058964557388,10.18945436177463,9.937989547225968,11.70743902786635,-0.25146481454866204,1.7698798197047005,0.7568586700612806
g6.96e11,7.611720079171509,10.120418381701821,9.218426585979872,11.836784813260996,-0.9019917957219494,1.6256702213801002,1.9939389813246022
g8.13e11,7.7731540728946795,10.252751087554092,10.134762144130619,11.917475462376256,-0.11798894342347174,1.8001859767146615,1.80634146437865
g1.25e13,9.376993682155378,11.42341501449383,11.13247621578036,13.224835935632724,-0.2909387987134716,2.1271584036610043,2.7562362197466634
g1.44e13,8.943122895258442,11.873975375310883,11.444133331779254,13.08191056295719,-0.42984204353162925,2.478534167463036,1.6196139052456624
g1.62e12,7.612933971036838,10.324635260358287,9.537761211076603,11.966049860295989,-0.7868740492816837,1.6305151911125884,1.985462933724955
g2.07e13,9.455251153987865,11.71018677372451,11.076905389179498,13.314642246776945,-0.633281384545013,2.0687031573202104,2.9514041842607366
g2.37e12,8.295789151032968,10.74520831981608,10.656064875642258,12.280254575371497,-0.08914344417382132,1.9309856610444516,2.067377173857358
g3.26e13,9.608917057944945,11.75084793959522,10.88675781305484,13.46163107886239,-0.8640901265403793,2.006618563904654,3.229239275048931
g3.89e13,9.703065661606011,11.944906627831214,11.460756637997077,13.497410153574684,-0.4841499898341366,2.254118982481878,2.828387041555549
g4.84e12,8.65594919176597,10.968480116687006,10.626928883986189,12.566381454128841,-0.34155123270081866,1.9017300125753205,2.4860485115286215
g6.53e12,8.727618840056099,11.126042935601328,11.075018460328273,12.580525210928155,-0.051024475273053364,2.0669887096378066,2.2272007656937785
g7.50e12,9.323788591311287,11.119711908184584,10.896496074720275,12.727351937625393,-0.22321583346430768,2.0592537166680227,2.8388405028885346
g8.08e12,9.001677774944351,11.262214475745388,11.262214475745388,12.8265159261794,0.0,2.1342463031445287,2.3667445135685865
g1.05e13,9.182962282748392,11.390615917379973,11.03389975934931,12.898228222846681,-0.3567161580306629,2.1364496309498633,2.543622365761958
g1.26e12,7.551987066899925,10.481453717492366,10.323704521985345,11.989947988137489,-0.15774919550701944,1.7148933711945982,1.7557596694240218
g1.54e13,9.170278590777299,11.401614210185814,11.11069393337208,12.997999269962655,-0.29092027681373367,2.072887548889012,2.6580628379125684
g1.63e13,9.255027222856647,11.536678415183149,11.215957590847964,13.118482388312108,-0.32072082433518495,2.1609707110295844,2.5666451457107717
g2.37e13,9.586224903341396,11.714388899244309,11.205560030593665,13.31465471650782,-0.508828868650644,2.1556216094498626,2.9085410293549643
g3.42e12,8.115757722154964,10.919719474838761,10.919719474838761,12.267929650417367,0.0,1.968820334948468,1.811676397171321
g4.41e12,8.876858611885325,11.012823482528262,10.896670018315673,12.538037986671789,-0.11615346421259026,1.914390974955232,2.6816360068881555
g5.22e12,8.620910918324395,10.97824186951885,10.462328934170628,12.634988568716267,-0.5159129353482215,1.8145645332779545,2.625341196681779
g6.57e12,8.75861948892253,11.185010736182461,10.981068202434791,12.691889380960326,-0.20394253374766946,2.0561750332496804,2.2798287673364626
g7.55e12,8.801779186467819,11.119762345886663,10.731123297284068,12.775937233118702,-0.3886390486025958,1.939219643540583,2.556899244299946
g8.45e12,8.799099280360286,11.188768013700834,11.10238730809813,12.7051820365457,-0.08638070560270375,2.0652710041758344,2.3021166169219103
g1.14e13,9.155394261780707,11.426730599931167,11.195459448491063,12.949531026087763,-0.23127115144010416,2.162887292419296,2.463179021855409
g1.27e12,7.842678660525788,10.583763033045434,10.479579351762645,11.913214624594046,-0.10418368128278935,1.8619484252465295,1.7523411549460224
g1.55e12,7.88210201390887,10.633667629350995,10.567653682539692,12.01805245533767,-0.06601394681130317,1.9154844402596354,1.6846924783028925
g1.87e13,9.29671320429216,11.505365537174749,11.111716695038462,13.18125819287642,-0.39364884213628804,2.1171280913800623,2.696016366445329
g2.11e13,9.472344008826667,11.682421142713709,11.291410520094942,13.236399132174277,-0.3910106226187669,2.207924203853392,2.6900549460331757
g2.58e13,9.5254657242626,11.830419736982694,11.419423457537205,13.390257593542731,-0.41099627944549,2.211396224859383,2.7362326194571276
g3.74e12,8.468108314201837,10.87519549456724,10.602669895904297,12.473623216387509,-0.2725255986629429,1.95127634753602,2.19911496404309
g4.55e12,8.753188637796818,10.916829485235889,10.701489698560877,12.57191268138165,-0.21533978667501155,1.9735109453508832,2.4397260920083452
g5.41e12,9.135322982432518,11.247877159483233,11.140556061586159,12.602915890620926,-0.10732109789707464,2.112876962509168,2.543128402327475
g6.70e12,8.83802549482251,11.543713237529577,11.090427849144985,12.77452939858461,-0.45328538838459076,2.2829525248070053,1.9056797901217923
g7.71e12,8.939471570826267,11.194364541534462,10.916998700160894,12.757929379155746,-0.27736584137356723,2.0254393806029665,2.522152154533627
g8.94e12,8.974815377518256,11.207773736784288,11.004353253343758,13.036101362311038,-0.20342048344052965,2.0719411054137504,2.46449251160405
g1.17e13,9.008761371435492,11.594244735786468,11.228215024326827,13.08834992040287,-0.3660297114596399,2.123307247931259,2.3957062204862667
g1.33e13,9.240892760136456,11.590526110393865,11.421356472887227,13.047561916095399,-0.16916963750663733,2.2667577091727282,2.3409366867042927
g1.57e13,9.142127629000719,11.44157983535049,10.92847917703659,13.119295143264292,-0.5131006583139013,2.0115779912404026,2.7525309914332063
g2.02e13,9.588768847615851,11.627675828432958,11.42317560233516,13.162954548101352,-0.2045002260977982,2.278448174308998,2.665431843911149
g2.20e13,9.463896413912307,11.464126530265611,11.130920646118494,13.067398138989024,-0.33320588414711766,2.2079001939151763,2.681655370995248
g2.71e12,8.19481427855326,10.578333148671412,10.46501233086943,12.316799665349308,-0.11332081780198092,1.880321719149606,2.06773018516734
g3.78e13,9.46841669708444,11.732238363967857,11.14642619078184,13.345345146550844,-0.5858121731860166,2.174537761270433,2.752900519456867
g4.81e12,8.709593021276536,11.024953021658144,10.89875087047295,12.626221380780523,-0.12620215118519432,2.0255848218111963,2.291982722567436
g5.53e12,8.73588777035879,10.96327311457667,10.888525203479432,12.626057187337743,-0.07474791109723987,2.02555599677158,2.318335121728923
g6.86e12,8.904601512927957,11.184510269911996,10.7870068839641,12.7732137643619,-0.39750338594789686,1.970268841573666,2.597623174693919
g7.92e12,9.056659270193505,11.565457188540803,11.541234128303525,12.788915685334114,-0.024223060237276686,2.277204262907194,2.1358100892924097
g9.61e12,9.02505527299518,11.228289565462894,11.096679263275131,12.882549280040895,-0.1316103021877624,2.0110349267317638,2.6365447644449467
