,,,,,,T-type,,,,,,,,,,,,,log(M_BH/M_Sun),,"log(M_*,sph/M_Sun)",,"log(M_*,disk/M_Sun)",,"log(M_*,gal/M_Sun)",,B/T,,log(B/T),,D/T,,log(D/T),,m,|phi| [deg.],,tan(|phi|),,sigma_0 [km/s],,log(sigma_0) [km/s],,v_max [km/s],,log(v_max) [km/s],,log(M_DM/M_Sun),,"M_BH/M_*,sph",,"log(M_BH/M_*,sph)",,"M_BH/M_*,disk",,"log(M_BH/M_*,disk)",,"M_BH/M_*,gal",,"log(M_BH/M_*,gal)",,"R_e,sph,maj [kpc]",,"log(R_e,sph,maj) [kpc]	",,"R_e,sph,eq [kpc]",,"log(R_e,sph,eq) [kpc]	",,"n_sph,maj",,"log(n_sph,maj)",,"n_sph,eq",,"log(n_sph,eq)",,"log(I_e,sph,maj/M_Sun/pc^2)",,"log(I_e,sph,eq/M_Sun/pc^2)",,Concentration Index,,avg_Rho_1kpc_Exact_All,,r1_density_approx,,log10(R10_kpc),,logRho_R10_approx,,log_rho10_Exact,,log10(R90_kpc),,logRho_R90_approx,,log_rho_90_Exact_all,,Rho_re_spatial,,SR_pc_All,,Rho_SR_pc_All,,CR_def1_approx_new,,Rho_cr_def1_approx_new,,CR_def2_approx_new,,Rho_CR_def2_approx_new,,Sr(pc)_2_using_norm_drho,,Log_Approx_Avg_density_10pc,,Rho_e_Exact_new,,log_Rho_e_Exact_new,,logRho_e_approx_New,,Rsoi_pc_new,,logRho_soi_approx_new,,Rho_soi_exact_new,,log_Rho_soi_exact_new,,Rb_maj,,Rb_maj_kpc,,Rb_eq_kpc,,Avg_Rho_Re_Exact_all,,Avg_Rho_soi_exact_all,,Avg_Rho_re_Exact_all,,Rho_re_Exact_all,,r_soi_2BH_approx,,Rho_r_soi_2BH_approx,,Log_Avg_Rho_10kpc_approx,,Log_Avg_Rho_10kpc_exact_final,,Log_Avg_Rho_100pc_approx,,Log_Avg_Rho_5kpc_approx,,Log_Avg_rho_5kpc_exact_all,,mean effective surface brightness (mag.arcsec-2),,effective U-B color,effective B-V color,Central Mg2 Lick index (in mag),,log10 of apparent corrected diameter (dc in 0.1'),,total apparent corrected U-B color,,total apparent corrected B-V color,,mean surface brightness within isophote 25 (mag.arcsec-2),corrected 21-cm line flux in magnitude,,21-cm index bt-m21c in magnitude,,absolute B-magnitude,,B-luminosity (L/L_Sun),,log B-luminosity (L/L_Sun),
30,NGC 3258,E,ETG,1, E               ,-4.3,0.9,,0,0,0,1,0,0,0,0,0,0,9.35,0.05,,,,,,,,,,,,,,,,,,,,261.04,9.81,2.416707061,0.016320981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                 ,                 ,0.575,1.055,0.335,0.004,1.517,0.028,0.473,0.138600144,0.905,0.187491333,23.697,                 ,                 ,,,-20.521,0.265,24232599241,5914547908,10.3844,0.106
31,NGC 3377,E,ETG,1, E               ,-4.8,0.5,,0,0,0,0,0,0,0,0,0,0,7.89,0.03,10.3,0.14,9.47,1.38,10.36,0.13,0.87,0.38,-0.06,0.19,0.13,0.41,-0.89,1.39,,,,,,136.1,2.27,2.133858125,0.00724356,,,,,,,3.89E-03,1.28E-03,-2.41,0.14,2.63E-02,8.36E-02,-1.58,1.38,3.39E-03,1.04E-03,-2.47,0.13,3.21,2.29,0.51,0.31,2.3,,0.36,,7.7,1.241093365,0.89,0.07,4.5,,0.65,,2.049383016,,1.581383016,,7.31E-01,,1.41772,,617.3,,-0.582271972,,0.909400368,0.740120533,0.907943148,,1.829451409,,-6.080875666,0.97991095,-6.080875666,,-0.037762624,,116.395,,52.10275516,,116.64,,52.21712322,,16.68,,3196.230395,,1.61,,4.359578891,,-0.020197717,,-2.405753503,,-2.405753503,0.291115574,17.86787842,,3.444911973,0.983749249,2738.550425,,3.437520742,,,,,,,,0.0284521,,7494.13,,0.0153942,,0.00196908,,15,,3947.63,,-2.376988603,,-2.3769586,,2.388126079,,-1.58389562,,-1.584147261,,20.193,1.255,0.4,0.905,0.238,0.002,1.599,0.036,0.282,0.241830519,0.82,0.241830519,22.886,                 ,                 ,,,-19.12,0.172,6668067692,1056340977,9.824,0.0688
32,NGC 3379,E,ETG,1, E               ,-4.8,0.4,,0,0,0,1,0,0,0,0,1,0,8.62,0.13,10.97,0.2,,,10.97,0.2,1,0.65,0,0.28,,,,,,,,,,202.47,1.8,2.306360683,0.003860967,49.66,3.63,1.696006715,0.03174565,,,4.47E-03,2.46E-03,-2.35,0.24,,,,,4.47E-03,2.46E-03,-2.35,0.24,3.03,2.16,0.48,0.31,2.7,,0.43,,5.2,2.274954072,0.72,0.19,5.3,,0.72,,2.541367014,,2.577367014,,5.28E-01,,3.4376,,948.2,,-0.578178202,,1.287553068,0.596481686,1.285573263,,1.266100438,,-3.920413449,0.879759593,-3.906394153,,0.032501253,,140.908,,70.71901985,,141.66,,70.80640351,,131.74,,81.88692621,,7.97,,4.187893446,,0.074210854,,-1.12953257,,-1.131191218,0.291324717,42.03809125,,2.847686241,0.72087045,686.919493,,2.836905841,,,,,,,,0.393049,,1535.48,,0.209134,,0.0355582,,59.6,,374.324,,-1.944445846,,-1.944048595,,2.548260401,,-1.145689099,,-1.145451064,,20.064,0.383,0.575,0.975,0.283,0.002,1.703,0.026,0.51,0.244658946,0.927,0.244658946,22.539,17.766,0.266,7.659,0.317308998,-20.163,0.173,17426091898,2776654113,10.2412,0.0692
33,NGC 3384,S0,ETG,1, E-S0            ,-2.6,0.8,,1,1,0,0,0,0,0,1,0,0,7.23,0.05,10.14,0.16,10.52,0.21,10.67,0.14,0.3,0.14,-0.53,0.21,0.7,0.41,-0.15,0.25,,,,,,144.11,2.47,2.158694118,0.007443671,15.6,1.66,1.193124598,0.046213387,,,1.23E-03,4.75E-04,-2.91,0.17,5.15E-04,2.56E-04,-3.29,0.22,3.63E-04,1.24E-04,-3.44,0.15,0.3,0.06,-0.53,0.09,0.3,,-0.52,,1.6,0.25788953,0.2,0.07,1.8,,0.26,,4.029922852,,3.889922852,,3.24E-01,,2.31241,,707.3,,-1.134985442,,2.295853141,0.403513361,2.291572766,,-0.022917987,,-0.486373374,0.810125928,-0.488034001,,5.756448229,,133.476,,74.26834646,,133.36,,73.32510809,,170.33,,45.95625549,,7.48,,3.467071698,,12.54027119,,1.098306928,,1.094666474,0.291896325,3.515871457,,3.715706331,0.439555378,4146.606605,,3.617692835,,,,,,,,35.6213,,5354.04,,21.0004,,6.28526,,16.2,,1277.17,,-2.570417273,,-2.570417273,,2.360835672,,-1.667408049,,-1.667404011,,19.919,0.68,0.53,0.955,0.261,0.003,1.719,0.017,0.394,0.147363496,0.877,0.20647518,23.175,16.011,0.299,5.246,0.332741642,-19.105,0.147,6576578374,890416122,9.818,0.0588
34,NGC 3414,E,ETG,1, S0              ,-2,0.6,,0,0,0,0,1,0,0,0,0,0,8.38,0.09,10.95,0.19,9.8,3.79,10.98,0.18,0.93,0.56,-0.03,0.26,0.07,0.58,-1.18,3.79,,,,,,237.55,8.14,2.375755035,0.014881739,180.31,8.43,2.256019813,0.020304489,,,2.69E-03,1.30E-03,-2.57,0.21,3.76E-02,3.28E-01,-1.42,3.79,2.51E-03,1.17E-03,-2.6,0.2,3.28,0.68,0.52,0.09,2.98,,0.47,,4.8,0.773668591,0.68,0.07,4.5,,0.65,,2.476719405,,2.484719405,,4.64E-01,,2.87957,,935.7,,-0.4357952,,0.901006661,0.561388563,0.898765337,,1.269104167,,-3.862041214,0.859182736,-3.862897559,,0.022188163,,120.493,,67.41227649,,121.66,,67.48515692,,270.24,,14.80590821,,12.64,,3.815578256,,0.050496542,,-1.296738358,,-1.298644106,0.291388298,18.27229039,,3.177868194,0.694052378,1422.152539,,3.152946181,,,,,,,,0.244165,,2641.66,,0.132228,,0.0244671,,62.8,,214.056,,-1.933230687,,-1.932731951,,2.328607905,,-1.151735119,,-1.151496211,,21.019,0.574,0.57,0.93,0.3,0.011,1.427,0.032,0.503,0.14707821,0.905,0.14707821,22.89,16.963,0.181,5.037,0.208751048,-20.028,0.315,15388631498,4464637820,10.1872,0.126
35,NGC 3489,S0,ETG,1, S0-a            ,-1.2,0.9,,1,1,0,0,0,0,0,1,0,0,6.76,0.07,9.53,0.2,10.22,0.17,10.3,0.14,0.17,0.1,-0.77,0.24,0.83,0.43,-0.08,0.22,,,,,,104.18,1.96,2.017784353,0.008170639,54.37,2.57,1.735359333,0.020528542,,,1.70E-03,8.30E-04,-2.77,0.21,3.47E-04,1.50E-04,-3.46,0.19,2.88E-04,1.04E-04,-3.54,0.16,0.12,0.09,-0.91,0.31,0.095,,-1.02,,1.5,0.656236752,0.18,0.19,1.3,,0.11,,4.326426078,,4.414426078,,2.48E-01,,0.76591,,367.3,,-1.566355859,,3.043914155,0.361842201,3.03875582,,-0.601787626,,0.806782224,0.810039228,0.804832415,,61.49363838,,143.6,,49.85930795,,140.87,,48.50308675,,73.74,,232.1108129,,3.74,,3.618962175,,132.7149947,,2.122919994,,2.118777959,0.292118259,2.296217321,,3.967321247,0.394010032,7282.544031,,3.862283119,,,,,,,,310.432,,8660.49,,192.168,,68.4804,,8.3,,3614.86,,-3.115761592,,-3.115761592,,2.461241836,,-2.21267203,,-2.21267203,,19.362,0.813,0.36,0.845,0.152,0.002,1.535,0.026,0.301,0.140007143,0.778,0.140007143,22.439,17.677,0.164,6.698,0.191564611,-19.408,0.18,8693606925,1441279419,9.9392,0.072
36,NGC 3585,E,ETG,1, E               ,-4.8,0.6,,0,0,0,0,0,0,0,0,0,0,8.49,0.13,11.38,0.15,9.75,8.9,11.39,0.14,0.98,0.46,-0.01,0.21,0.02,0.47,-1.64,8.91,,,,,,214.2,5.05,2.330819466,0.010238969,,,,,,,1.29E-03,5.89E-04,-2.89,0.2,5.53E-02,1.14E+00,-1.26,8.91,1.26E-03,5.54E-04,-2.9,0.19,9.77,6.97,0.99,0.31,8.03,,0.9,,5.2,2.274954072,0.72,0.19,6.3,,0.8,,2.063964766,,2.019964766,,6.50E-01,,4.57799,,1142.3,,-0.153380654,,0.483073278,0.637324555,0.481354652,,1.851662336,,-5.237154176,0.905850522,-4.080772434,,0.002795627,,147.058,,76.64902078,,148.12,,76.86793427,,209.9,,38.74252737,,9.89,,4.232373735,,0.006433289,,-2.191566912,,-2.193008424,0.291245,29.03641458,,3.169235014,0.867396344,1423.010572,,3.153208127,,,,,,,,0.0376405,,3062.03,,0.0202595,,0.0031513,,45.6,,676.143,,-1.652016595,,-1.652075067,,2.597620604,,-0.91035625,,-0.911155437,,                 ,                 ,0.555,0.995,0.291,0.003,1.852,0.021,0.463,0.282842712,0.894,0.200997512,23.735,                 ,                 ,,,-20.969,0.269,36610022855,9070431754,10.5636,0.1076
37,NGC 3607,E,ETG,1, E-S0            ,-3.2,1.4,,0,0,0,0,0,0,1,0,1,0,8.16,0.18,11.43,0.17,10.28,3.48,11.46,0.17,0.93,0.52,-0.03,0.24,0.07,0.54,-1.18,3.49,,,,,,222.19,4.13,2.346724509,0.008072533,,,,,,,5.37E-04,3.06E-04,-3.27,0.25,7.51E-03,6.04E-02,-2.12,3.49,5.01E-04,2.86E-04,-3.3,0.25,8.32,5.94,0.92,0.31,7.86,,0.9,,5.5,2.406201422,0.74,0.19,5.6,,0.75,,2.116089644,,2.112089644,,5.39E-01,,4.04001,,1108.3,,-0.162543106,,0.464482113,0.609440712,0.46259198,,1.730920874,,-4.901051766,0.886637566,-4.887653778,,0.004011756,,135.775,,74.03830288,,137.03,,74.25485177,,294.47,,17.05459533,,12.65,,4.041533427,,0.009201646,,-2.036134473,,-2.037716698,0.29129195,11.31157264,,3.678429264,0.868712927,4478.042236,,3.651088185,,,,,,,,0.0503792,,8520.89,,0.0271364,,0.00448535,,31,,981.889,,-1.682028545,,-1.682007661,,2.483133511,,-0.942638237,,-0.943327597,,21.013,0.386,0.52,0.93,0.291,0.004,1.672,0.038,0.462,0.240416306,0.898,0.240416306,22.992,                 ,                 ,,,-20.941,0.24,35677958829,7886547470,10.5524,0.096
38,NGC 3608,E,ETG,1, E               ,-4.8,0.4,,0,0,0,1,0,0,0,0,1,0,8.3,0.17,10.98,0.14,,,10.98,0.14,1,0.46,0,0.2,,,,,,,,,,194.24,4.2,2.288338669,0.009390634,85.09,7.12,1.929878524,0.036340072,,,2.09E-03,1.06E-03,-2.68,0.22,,,,,2.09E-03,1.06E-03,-2.68,0.22,5.04,3.59,0.7,0.31,4.6,,0.66,,5.2,2.274954072,0.72,0.19,5.7,,0.76,,2.144752414,,2.116752414,,5.77E-01,,2.66875,,887.8,,-0.347488082,,0.671561323,0.613506842,0.669699005,,1.562312355,,-4.746269841,0.889488388,-4.572924258,,0.006097394,,123.601,,64.90654939,,124.5,,65.04244575,,182.75,,30.66844726,,9.47,,4.001211955,,0.013985733,,-1.854314752,,-1.855868168,0.291284679,22.83562953,,3.1275378,0.835262216,1289.373238,,3.110378652,,,,,,,,0.0773427,,2684.81,,0.0416508,,0.00682229,,47.8,,379.171,,-1.952277436,,-1.952005151,,2.380939883,,-1.186477055,,-1.186695287,,21.001,0.445,0.425,1,0.293,0.003,1.514,0.049,0.375,0.366281313,0.908,0.366281313,22.951,19,0.42,7.537,0.493437939,-20.314,0.295,20026266903,5441237670,10.3016,0.118
39,NGC 3640,E,ETG,1, E               ,-4.7,0.7,,0,0,0,1,0,0,0,0,0,0,7.89,0.34,,,,,,,,,,,,,,,,,,,,191.43,4.63,2.282009999,0.010504014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                 ,                 ,0.515,0.94,0.248,0.005,1.662,0.04,0.495,0.22627417,0.865,0.181176709,23.384,                 ,                 ,,,-21.005,0.206,37844258472,7180305134,10.578,0.0824
40,NGC 3665,S0,ETG,1, S0              ,-2.1,0.6,,0,1,0,0,0,0,0,0,1,0,8.76,0.1,11.14,0.16,11.03,0.38,11.39,0.14,0.56,0.28,-0.25,0.21,0.44,0.41,-0.36,0.41,,,,,,215.12,8.49,2.332680789,0.017140016,,,,,,,4.17E-03,1.81E-03,-2.38,0.19,5.36E-03,4.85E-03,-2.27,0.39,2.34E-03,9.30E-04,-2.63,0.17,2.4,1.71,0.38,0.31,2.12,,0.33,,2.76,1.207475623,0.44,0.19,2.74,,0.44,,3.111460206,,3.087460206,,3.89E-01,,4.77566,,1282.9,,-0.407086875,,1.059899957,0.468739771,1.056671494,,0.940644756,,-2.534277422,0.821972705,-2.535441977,,0.128404829,,112.528,,81.03938675,,115.68,,81.05043782,,637.14,,4.56806749,,18.53,,3.377963578,,0.284874957,,-0.545345728,,-0.548148578,0.291690891,53.36456684,,2.362532931,0.520029645,214.9698104,,2.332377474,,,,,,,,1.03393,,347.385,,0.576688,,0.138209,,128.8,,69.3811,,-1.655776761,,-1.655140276,,2.243933013,,-0.857272742,,-0.85643877,,21.737,0.659,0.505,0.925,0.27,0.005,1.612,0.044,0.45,0.133364163,0.901,0.185261977,23.551,                 ,                 ,,,-20.842,0.518,32568668220,15538369324,10.5128,0.2072
41,NGC 3706,S0,ETG,1, E-S0            ,-3.2,0.8,,0,1,0,1,0,0,0,0,0,0,8.78,0.06,,,,,,,,,,,,,,,,,,,,259.05,6.14,2.413383597,0.010293643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                 ,                 ,0.575,1.055,0.302,0.005,1.539,0.024,0.483,0.114551299,0.915,0.101400197,23.536,                 ,                 ,,,-21.166,0.393,43893478553,15887963389,10.6424,0.1572
42,NGC 3842,E,ETG,1, E               ,-4.9,0.4,,0,0,0,1,0,0,0,0,1,0,9.94,0.13,11.91,0.14,10.58,4.14,11.93,0.13,0.95,0.42,-0.02,0.19,0.05,0.43,-1.35,4.15,,,,,,308.06,6.66,2.488635311,0.009389084,,,,,,,1.07E-02,4.72E-03,-1.97,0.19,2.27E-01,2.17E+00,-0.64,4.15,1.02E-02,4.34E-03,-1.99,0.18,40.98,8.49,1.61,0.09,29.96,,1.48,,8.1,1.305565748,0.91,0.07,8.2,,0.91,,1.16254408,,1.30654408,,6.06E-01,,6.81539,,1407.4,,0.333781681,,-0.422318315,0.706618273,-0.423671108,,2.613113036,,-7.001429575,0.954524839,-7.001429575,,0.000173829,,166.726,,86.21259021,,168.05,,86.53401032,,236.41,,44.12898581,,9.18,,4.465177214,,0.000339343,,-3.469361619,,-3.530322104,0.291151617,438.8872744,,1.097582406,0.875042565,12.37238696,,1.092453495,,,,,,,,0.00200435,,35.6195,,0.00108146,,0.000187541,,643,,5.6013,,-1.379842075,,-1.381241915,,2.769266523,,-0.678356009,,-0.680746077,,21.737,0.575,0.535,0.995,0.327,0.003,1.338,0.034,0.502,0.166066252,0.88,0.151320851,23.298,                 ,                 ,,,-22.212,0.202,1.15E+11,21400654195,11.0608,0.0808
43,NGC 3923,E,ETG,1, E               ,-4.8,0.6,,0,0,0,1,0,0,0,0,1,0,9.47,0.13,11.55,0.17,,,11.55,0.17,1,0.55,0,0.24,,,,,,,,,,245.55,4.94,2.390139938,0.008737181,,,,,,,8.32E-03,4.10E-03,-2.08,0.21,,,,,8.32E-03,4.10E-03,-2.08,0.21,9.11,1.89,0.96,0.09,8.35,,0.92,,4.78,0.770444972,0.68,0.07,4.77,,0.68,,2.221467958,,2.202178786,,4.99E-01,,4.32448,,1224.2,,-0.03852984,,0.272666385,0.573853103,0.270530059,,1.714454432,,-4.645867935,0.866409936,-4.649017017,,0.004367657,,125.661,,75.77070894,,127.7,,76.06232159,,590.87,,4.589221793,,19.66,,3.79185922,,0.009965393,,-2.001505562,,-2.003320357,0.29137185,200.5824763,,1.542509554,0.677405906,34.06713866,,1.532335658,,2.29854059,,0.243645303,,0.082492,,0.0498139,,74.9083,,0.0269299,,0.0048352,,353,,12.445,,-1.547831615,,-1.547854614,,2.374774,,-0.832762441,,-0.833762356,,                 ,                 ,0.605,1.045,0.294,0.005,1.928,0.023,0.536,0.22627417,0.906,0.161505418,24.008,                 ,                 ,,,-21.123,0.193,42189074657,7499511735,10.6252,0.0772
44,NGC 3998,S0,ETG,1, S0              ,-2.2,0.7,,1,1,1,0,0,0,1,0,0,0,8.33,0.43,10.12,0.26,10.44,0.25,10.61,0.15,0.32,0.22,-0.49,0.3,0.68,0.46,-0.17,0.3,,,,,,265.09,11.04,2.423393345,0.018086729,419.07,31.06,2.622286572,0.032188385,,,1.62E-02,1.88E-02,-1.79,0.5,7.76E-03,8.94E-03,-2.11,0.5,5.25E-03,5.51E-03,-2.28,0.46,0.38,0.35,-0.42,0.4,0.31,,-0.51,,1.2,0.690775528,0.08,0.25,1.3,,0.11,,3.653876406,,3.861876406,,2.60E-01,,2.111,,710,,-1.046754001,,1.971762625,0.361842201,1.966604289,,-0.082185768,,-0.265369308,0.810039229,-0.267319116,,5.384315982,,100.487,,80.8689426,,102.47,,79.31841271,,243.94,,19.66018846,,5.64,,2.920842713,,11.24005572,,1.050768464,,1.046626429,0.292118259,49.6675787,,2.25383003,0.369045484,171.9188912,,2.235323601,,,,,,,,26.2915,,233.884,,16.2927,,5.80852,,183.2,,33.377,,-2.629107739,,-2.629107739,,2.108223271,,-1.726017752,,-1.725999264,,19.826,0.434,0.545,0.97,0.288,0.008,1.441,0.026,0.5,0.149906638,0.916,0.828806371,22.335,15.278,0.273,3.954,0.29285662,-19.404,0.218,8661637420,1739130508,9.9376,0.0872
45,NGC 4026,SB0,ETG,1, S0              ,-1.8,0.9,,1,1,0,0,0,0,0,0,0,0,8.26,0.12,10.19,0.22,10.08,0.48,10.44,0.17,0.56,0.36,-0.25,0.28,0.44,0.51,-0.36,0.51,,,,,,173.49,3.85,2.239274447,0.009637638,220,38.48,2.342422681,0.075962053,,,1.17E-02,6.79E-03,-1.93,0.25,1.51E-02,1.72E-02,-1.82,0.5,6.61E-03,3.17E-03,-2.18,0.21,0.2,0.18,-0.71,0.4,0.15,,-0.83,,3.45,1.985979643,0.54,0.25,3.98,,0.6,,4.361657755,,4.401657755,,5.14E-01,,2.73169,,609.7,,-1.688470641,,3.95926409,0.536018855,3.956817773,,-0.080937421,,-0.491674885,0.84764238,-0.492561494,,36.94112965,,168.92,,59.97230446,,168.58,,59.97399042,,19.26,,10306.69122,,2.79,,4.910832582,,83.64350171,,1.922432206,,1.920324339,0.291435292,25.75449204,,3.755941668,0.532955486,5682.285929,,3.754523083,,,,,,,,376.963,,14999,,200.834,,39.4328,,10.4,,33458.7,,-2.514524175,,-2.514524175,,2.977724977,,-1.612889707,,-1.612889707,,19.791,0.797,0.565,0.965,0.227,0.01,1.627,0.025,,,0.829,0.108894444,23.542,                 ,                 ,,,-19.11,0.278,6606934480,1691688807,9.82,0.1112
46,NGC 4261,E,ETG,1, E               ,-4.8,0.4,,0,0,0,1,0,0,1,0,1,0,9.2,0.09,11.52,0.16,10.19,4.76,11.54,0.15,0.95,0.48,-0.02,0.22,0.05,0.49,-1.35,4.76,,,,,,296.73,4.28,2.472361457,0.006264215,,,,,,,4.79E-03,2.02E-03,-2.32,0.18,1.02E-01,1.11E+00,-0.99,4.76,4.57E-03,1.84E-03,-2.34,0.18,7.63,5.44,0.88,0.31,6.86,,0.84,,4.7,2.056208488,0.67,0.19,4.3,,0.63,,2.286142566,,2.306142566,,4.47E-01,,4.13799,,1228.9,,-0.0506375,,0.296092754,0.552001875,0.293770543,,1.617044554,,-4.346548428,0.853789484,-4.347024083,,0.006325553,,117.481,,74.5119258,,119.83,,74.89315989,,722,,3.018808594,,22.15,,3.644922731,,0.014374227,,-1.84241549,,-1.844394395,0.291409879,24.46543763,,2.899448476,0.7020008,732.7975697,,2.86498402,,,,,,,,0.0677197,,1279.45,,0.0367441,,0.00696127,,111.4,,84.1747,,-1.542122643,,-1.541980422,,2.296366784,,-0.8289555,,-0.829805782,,                 ,                 ,0.555,1.005,0.324,0.004,1.636,0.022,0.513,0.143735869,0.951,1.372433241,23.184,                 ,                 ,,,-21.443,0.17,56650011192,8870020048,10.7532,0.068
47,NGC 4281,S0,ETG,1, S0-a            ,-1.5,0.7,,0,1,0,0,0,0,0,0,0,0,8.73,0.08,,,,,,,,,,,,,,,,,,,,252.42,7.02,2.402123762,0.012078073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                 ,                 ,0.51,0.975,0.29,0.01,1.452,0.021,,,0.879,0.21260762,23.064,                 ,                 ,,,-20.191,0.574,17881337487,9453389942,10.2524,0.2296
48,NGC 4291,E,ETG,1, E               ,-4.8,0.4,,0,0,0,1,0,0,0,0,0,0,8.51,0.37,10.8,0.18,,,10.8,0.18,1,0.59,0,0.25,,,,,,,,,,292.66,6.78,2.466363368,0.01006122,,,,,,,5.13E-03,4.86E-03,-2.29,0.41,,,,,5.13E-03,4.86E-03,-2.29,0.41,1.82,1.3,0.26,0.31,1.86,,0.27,,4.2,1.837462904,0.62,0.19,5.9,,0.77,,2.860834878,,2.712834878,,7.04E-01,,3.54934,,906.9,,-0.755068653,,1.710076747,0.62159151,1.708265016,,1.18692916,,-3.810077322,0.89485234,-3.803757419,,0.059256517,,151.551,,70.46570295,,151.94,,70.48722127,,64.56,,417.5673182,,5,,4.445130481,,0.136024223,,-0.866383748,,-0.867906903,0.291270733,16.59942287,,3.728457703,0.995149376,5202.725133,,3.716230882,,,,,,,,0.766982,,11645.5,,0.412702,,0.0664046,,37,,1232.88,,-2.016000461,,-2.018141996,,2.681521629,,-1.197863479,,-1.197666263,,20.578,0.305,0.55,0.96,0.299,0.005,1.309,0.065,,,0.907,0.148492424,22.678,                 ,                 ,,,-20.347,0.161,20644292321,3061269440,10.3148,0.0644
49,NGC 4339,S0,ETG,1, E               ,-4.6,1,,0,1,0,0,0,0,0,0,0,0,7.62,0.33,9.73,0.21,10.05,0.23,10.22,0.14,0.32,0.19,-0.49,0.25,0.68,0.42,-0.17,0.27,,,,,,110.96,3.11,2.045166448,0.012172457,,,,,,,7.76E-03,7.00E-03,-2.11,0.39,3.71E-03,3.44E-03,-2.43,0.4,2.51E-03,2.08E-03,-2.6,0.36,0.5,0.36,-0.3,0.31,0.49,,-0.31,,1.46,0.638737105,0.16,0.19,1.4,,0.15,,3.131156615,,3.135156615,,2.65E-01,,0.78791,,558,,-0.868981256,,1.113330094,0.370580867,1.108352498,,0.126904808,,-1.242176717,0.809382644,-1.244074034,,0.641746671,,36.151,,46.89453898,,41.01,,46.21308015,,357.28,,2.732094769,,7.33,,2.253207053,,1.354397951,,0.131746288,,0.127691461,0.29206692,15.03325377,,2.016104922,0.462157073,85.97236691,,1.934358884,,,,,,,,3.31172,,105.944,,2.02281,,0.69234,,84.2,,22.7789,,-2.955330911,,-2.955330911,,1.45241517,,-2.052432481,,-2.052423171,,                 ,                 ,0.51,0.91,0.251,0.003,1.383,0.029,0.471,0.499264459,0.872,0.080610173,23.026,                 ,                 ,,,-18.871,0.189,5301515067,922863531,9.7244,0.0756
50,NGC 4342,ES,ETG,1, E-S0            ,-3.2,1,,0,1,0,0,0,0,0,0,0,0,8.65,0.18,10.04,0.15,10.08,0.32,10.36,0.15,0.48,0.23,-0.32,0.21,0.52,0.42,-0.28,0.35,,,,,,240.6,5.74,2.381295623,0.010360974,,,,,,,4.07E-02,2.20E-02,-1.39,0.23,3.74E-02,3.16E-02,-1.43,0.37,1.95E-02,1.05E-02,-1.71,0.23,0.46,0.33,-0.33,0.31,0.52,,-0.29,,3.48,1.522469263,0.54,0.19,3.99,,0.6,,3.428527402,,3.128527402,,5.13E-01,,1.18394,,566.9,,-1.14935007,,2.148945615,0.535990042,2.146506757,,0.459782034,,-2.307454763,0.847517525,-2.30809494,,0.568100225,,113.415,,52.87551435,,113.51,,52.79828722,,66.28,,161.2944856,,5.73,,3.946532012,,1.286720878,,0.109484348,,0.107380829,0.291409072,33.48058121,,2.771858858,0.633265992,582.1717818,,2.765051151,,,,,,,,5.80733,,1295.76,,3.14216,,0.618099,,109.8,,56.7174,,-2.714098542,,-2.852045569,,2.277833752,,-1.831641018,,-1.833152667,,                 ,                 ,                 ,0.97,0.286,0.005,1.098,0.038,,,0.961,0.261663907,22.396,                 ,                 ,,,-17.399,1.328,1366469681,1671374435,9.1356,0.5312
